book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1914,41811,41811,140376,139,586008357,9780586008360.0,Isaac Asimov,1954.0,The Caves of Steel,The Caves of Steel (Robot #1),eng,4.14,51059,58121,1689,212,1282,10553,24246,21828,https://images.gr-assets.com/books/1335782224m/41811.jpg,https://images.gr-assets.com/books/1335782224s/41811.jpg
1918,189783,189783,2121201,95,736693416,9780736693420.0,Terry Brooks,1982.0,The Elfstones Of Shannara,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",eng,3.96,51161,55544,1264,858,3022,12442,20133,19089,https://images.gr-assets.com/books/1420148388m/189783.jpg,https://images.gr-assets.com/books/1420148388s/189783.jpg
1924,34517,34517,1796454,80,552152951,9780552152950.0,Terry Pratchett,1991.0,Reaper Man,"Reaper Man (Discworld, #11; Death, #2)",eng,4.27,52845,62795,1789,155,1087,9103,23540,28910,https://images.gr-assets.com/books/1389211958m/34517.jpg,https://images.gr-assets.com/books/1389211958s/34517.jpg
1925,17303,17303,121335,27,1581345275,9781581345280.0,Frank E. Peretti,1989.0,Piercing the Darkness,"Piercing the Darkness (Darkness, #2)",eng,4.3,44595,45801,566,576,1388,6180,13312,24345,https://images.gr-assets.com/books/1308796365m/17303.jpg,https://images.gr-assets.com/books/1308796365s/17303.jpg
1931,645023,645023,1808841,58,345335708,9780345335710.0,David Eddings,1984.0,Castle of Wizardry,"Castle of Wizardry (The Belgariad, #4)",eng,4.16,54682,57683,523,315,1651,10572,21181,23964,https://images.gr-assets.com/books/1421711682m/645023.jpg,https://images.gr-assets.com/books/1421711682s/645023.jpg
1962,6587387,6587387,6527865,20,044101819X,9780441018190.0,Patricia Briggs,2010.0,Silver Borne,"Silver Borne (Mercy Thompson, #5)",en-US,4.38,71830,77852,2558,181,837,8425,28015,40394,https://images.gr-assets.com/books/1258762890m/6587387.jpg,https://images.gr-assets.com/books/1258762890s/6587387.jpg
1964,68488,68488,2406151,62,6486010,9780006486020.0,Robin Hobb,2001.0,Fool's Errand,"Fool's Errand (Tawny Man, #1)",eng,4.29,50758,56491,1297,381,1096,7146,21191,26677,https://images.gr-assets.com/books/1360508839m/68488.jpg,https://images.gr-assets.com/books/1360508839s/68488.jpg
1974,19581,19581,445057,77,671685635,9780671685640.0,Peter Straub,1979.0,Ghost Story,Ghost Story,en-US,3.95,53017,55028,1335,1223,3213,12055,19132,19405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1979,15985348,15985348,17328606,43,193700788X,9781937007880.0,Charlaine Harris,2013.0,Dead Ever After,"Dead Ever After (Sookie Stackhouse, #13)",eng,3.39,49926,66941,9201,5280,9510,19931,18129,14091,https://images.gr-assets.com/books/1352158186m/15985348.jpg,https://images.gr-assets.com/books/1352158186s/15985348.jpg
1980,24830,24830,1065861,123,000712774X,9780007127740.0,Ray Bradbury,1951.0,The Illustrated Man,The Illustrated Man,eng,4.13,49551,57968,2615,341,1688,10484,22836,22619,https://images.gr-assets.com/books/1374049820m/24830.jpg,https://images.gr-assets.com/books/1374049820s/24830.jpg
1982,17934530,17934530,24946895,51,374104093,9780374104090.0,Jeff VanderMeer,2014.0,Annihilation,"Annihilation (Southern Reach, #1)",eng,3.62,45353,53301,7109,1939,5513,14754,19539,11556,https://images.gr-assets.com/books/1403941587m/17934530.jpg,https://images.gr-assets.com/books/1403941587s/17934530.jpg
1989,761732,761732,1964457,53,812551494,9780812551500.0,Terry Goodkind,1999.0,Soul of the Fire,"Soul of the Fire (Sword of Truth, #5)",eng,3.87,48632,51496,704,1280,3757,12489,17047,16923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1991,8935689,8935689,14366,50,1857231384,9781857231380.0,Iain M. Banks,1987.0,Consider Phlebas,"Consider Phlebas (Culture, #1)",eng,3.85,48649,53499,2666,1083,3656,12772,20533,15455,https://images.gr-assets.com/books/1327951890m/8935689.jpg,https://images.gr-assets.com/books/1327951890s/8935689.jpg
1993,31332,31332,2925979,63,345434803,9780345434810.0,Anne Rice,1998.0,The Vampire Armand,"The Vampire Armand (The Vampire Chronicles, #6)",en-US,3.75,54919,57566,756,1129,4866,17158,18670,15743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1995,768889,768889,17243368,60,6479901,9780006479900.0,George R.R. Martin,2000.0,A Storm of Swords: Part 1 Steel and Snow,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",eng,4.49,42072,52461,1627,147,435,4141,16561,31177,https://images.gr-assets.com/books/1353235205m/768889.jpg,https://images.gr-assets.com/books/1353235205s/768889.jpg
2006,2890090,2890090,2916344,33,553804693,9780553804690.0,Scott Lynch,2013.0,The Republic of Thieves,"The Republic of Thieves (Gentleman Bastard, #3)",eng,4.23,45320,53545,3565,211,1250,7538,21533,23013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2017,4588949,4588949,4638383,60,385735294,9780385735290.0,Michael Scott,2009.0,The Sorceress,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",eng,4.11,58278,61599,1929,925,2256,11397,21804,25217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2034,33454,33454,1799438,30,60735414,9780060735420.0,Christopher Moore,1995.0,Bloodsucking Fiends,"Bloodsucking Fiends (A Love Story, #1)",eng,3.93,48520,52540,2221,648,2320,12604,21298,15670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2043,400354,400354,819071,81,61092193,9780061092190.0,Terry Pratchett,1993.0,Men at Arms,"Men at Arms (Discworld, #15; City Watch #2)",eng,4.36,54413,62242,1230,127,500,7268,23554,30793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2045,42432,42432,3634588,95,575075066,9780575075060.0,Frank Herbert,1981.0,God Emperor of Dune,God Emperor of Dune (Dune Chronicles #4),eng,3.81,45608,51891,1069,1070,4298,13741,17028,15754,https://images.gr-assets.com/books/1327131560m/42432.jpg,https://images.gr-assets.com/books/1327131560s/42432.jpg
2056,187065,187065,987752,60,1841492612,9781841492610.0,Robert Jordan,2004.0,New Spring,"New Spring (Wheel of Time, #0)",eng,4.01,52823,57444,1177,974,2417,12404,20692,20957,https://images.gr-assets.com/books/1328959234m/187065.jpg,https://images.gr-assets.com/books/1328959234s/187065.jpg
2081,19486421,19486421,23811929,20,451464397,9780451464390.0,Jim Butcher,2014.0,Skin Game,"Skin Game (The Dresden Files, #15)",eng,4.55,41512,52034,3945,91,290,3035,15853,32765,https://images.gr-assets.com/books/1387236318m/19486421.jpg,https://images.gr-assets.com/books/1387236318s/19486421.jpg
2084,2845024,2845024,6163095,43,61474096,9780061474100.0,Neal Stephenson,2008.0,Anathem,Anathem,eng,4.18,44848,49641,4148,1104,2115,6668,16537,23217,https://images.gr-assets.com/books/1488349209m/2845024.jpg,https://images.gr-assets.com/books/1488349209s/2845024.jpg
2086,34532,34532,583655,65,552154288,9780552154280.0,Terry Pratchett,1996.0,Hogfather,"Hogfather (Discworld, #20; Death, #4)",eng,4.22,50364,58833,1601,195,1348,9753,21841,25696,https://images.gr-assets.com/books/1416342611m/34532.jpg,https://images.gr-assets.com/books/1416342611s/34532.jpg
2101,99298,99298,5994366,17,439249546,9780439249550.0,"J.K. Rowling, Mary GrandPré",1999.0,Harry Potter Boxed Set Books 1-4,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",eng,4.66,43929,44842,265,307,424,2346,8186,33579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2102,6597651,6597651,6791425,63,1597801577,9781597801580.0,Paolo Bacigalupi,2009.0,The Windup Girl,The Windup Girl,eng,3.74,41728,50059,5473,1859,4274,11680,19411,12835,https://images.gr-assets.com/books/1278940608m/6597651.jpg,https://images.gr-assets.com/books/1278940608s/6597651.jpg
2109,34499,34499,62360,93,61020672,9780061020670.0,Terry Pratchett,1988.0,Sourcery,"Sourcery (Discworld, #5; Rincewind #3)",en-US,3.87,50746,59718,1400,274,2694,17272,23798,15680,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2116,22055262,22055262,40098252,36,765376458,9780765376460.0,"V.E. Schwab, Victoria Schwab",2015.0,A Darker Shade of Magic,"A Darker Shade of Magic (Shades of Magic, #1)",eng,4.07,61419,73529,11789,928,2643,12742,31219,25997,https://images.gr-assets.com/books/1400322851m/22055262.jpg,https://images.gr-assets.com/books/1400322851s/22055262.jpg
2118,15704459,15704459,21979689,51,385743580,9780385743590.0,Brandon Sanderson,2015.0,Firefight,"Firefight (The Reckoners, #2)",eng,4.29,41924,50765,4426,95,622,6180,21247,22621,https://images.gr-assets.com/books/1413220816m/15704459.jpg,https://images.gr-assets.com/books/1413220816s/15704459.jpg
2119,28249,28249,2122284,77,1841493139,9781841493140.0,Trudi Canavan,2001.0,The Magicians' Guild,"The Magicians' Guild (Black Magician Trilogy, #1)",eng,3.96,48537,56039,2029,971,2975,12241,21113,18739,https://images.gr-assets.com/books/1327356788m/28249.jpg,https://images.gr-assets.com/books/1327356788s/28249.jpg
2120,6693332,6693332,6888828,61,385905165,9780385905170.0,Michael Scott,2010.0,The Necromancer: The Secrets of The Immortal Nicholas Flamel,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",eng,4.12,46878,50653,1665,583,1749,9419,17965,20937,https://images.gr-assets.com/books/1320460606m/6693332.jpg,https://images.gr-assets.com/books/1320460606s/6693332.jpg
2125,24780,24780,1149593,83,805080481,9780805080480.0,Lloyd Alexander,1964.0,The Book of Three,"The Book of Three (The Chronicles of Prydain, #1)",en-US,4.0,56593,59286,2416,1074,2364,12851,22277,20720,https://images.gr-assets.com/books/1405184012m/24780.jpg,https://images.gr-assets.com/books/1405184012s/24780.jpg
2126,2355575,2355575,2362332,26,441016154,9780441016150.0,Patricia Briggs,2008.0,Cry Wolf,"Cry Wolf (Alpha & Omega, #1)",en-US,4.11,66901,71087,2947,975,2936,13049,24190,29937,https://images.gr-assets.com/books/1310494063m/2355575.jpg,https://images.gr-assets.com/books/1310494063s/2355575.jpg
2140,12591698,12591698,17606541,5,1841499900,9781841499900.0,James S.A. Corey,2012.0,Caliban's War,"Caliban's War (The Expanse, #2)",eng,4.28,39138,49441,3148,105,518,5433,22704,20681,https://images.gr-assets.com/books/1407572377m/12591698.jpg,https://images.gr-assets.com/books/1407572377s/12591698.jpg
2149,9814682,9814682,21619517,15,345529057,9780345529050.0,George R.R. Martin,2011.0,,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",en-US,4.63,28654,39174,963,219,431,1953,8453,28118,https://images.gr-assets.com/books/1328046798m/9814682.jpg,https://images.gr-assets.com/books/1328046798s/9814682.jpg
2151,16148398,16148398,25390766,4,,,"Brian K. Vaughan, Fiona Staples",2012.0,Saga #1,Saga #1,eng,4.15,38729,39001,980,2085,1897,4707,9555,20757,https://images.gr-assets.com/books/1358637990m/16148398.jpg,https://images.gr-assets.com/books/1358637990s/16148398.jpg
2154,9533378,9533378,14419515,37,345522478,9780345522470.0,Kevin Hearne,2011.0,Hounded,"Hounded (The Iron Druid Chronicles, #1)",eng,4.12,51086,57275,5410,850,2097,9272,22127,22929,https://images.gr-assets.com/books/1327883998m/9533378.jpg,https://images.gr-assets.com/books/1327883998s/9533378.jpg
2156,77507,77507,40712,55,553560735,9780553560730.0,Kim Stanley Robinson,1993.0,Red Mars,"Red Mars (Mars Trilogy, #1)",en-US,3.84,46121,49784,2212,1447,3878,11453,17472,15534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2158,17136,17136,17410699,31,1593083254,9781593083250.0,"H.G. Wells, Alfred MacAdam",1968.0,The Time Machine and The Invisible Man,The Time Machine/The Invisible Man,,4.08,47600,48403,217,386,1677,9917,18120,18303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2160,12499290,12499290,17484647,35,031607991X,9780316079910.0,Brent Weeks,2012.0,The Blinding Knife,"The Blinding Knife (Lightbringer, #2)",eng,4.45,42445,47269,1581,135,514,3637,16495,26488,https://images.gr-assets.com/books/1338432693m/12499290.jpg,https://images.gr-assets.com/books/1338432693s/12499290.jpg
2164,127823,127823,6627894,69,399244565,9780399244570.0,John Flanagan,2005.0,The Icebound Land,"The Icebound Land (Ranger's Apprentice, #3)",eng,4.22,48446,52595,1804,462,1389,8564,18008,24172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2170,16790,16790,6277491,59,380789027,9780380789020.0,Neil Gaiman,1998.0,Smoke and Mirrors: Short Fiction and Illusions,Smoke and Mirrors: Short Fiction and Illusions,eng,4.05,46486,52735,2160,246,1631,10927,22352,17579,https://images.gr-assets.com/books/1409595076m/16790.jpg,https://images.gr-assets.com/books/1409595076s/16790.jpg
2187,76171,76171,2144026,245,140185852,9780140185850.0,"Yevgeny Zamyatin, Clarence Brown",1924.0,Мы,We,eng,3.95,40020,47979,2878,732,2786,10532,17972,15957,https://images.gr-assets.com/books/1421883730m/76171.jpg,https://images.gr-assets.com/books/1421883730s/76171.jpg
2189,239399,239399,18279845,45,765354063,9780765354070.0,John Scalzi,2006.0,The Ghost Brigades,"The Ghost Brigades (Old Man's War, #2)",en-GB,4.09,40107,47619,2378,141,812,8443,23499,14724,https://images.gr-assets.com/books/1403295928m/239399.jpg,https://images.gr-assets.com/books/1403295928s/239399.jpg
2192,18943,18943,1758112,27,60987529,9780060987530.0,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,Confessions of an Ugly Stepsister,en-US,3.51,50526,52251,3334,1560,5746,18019,18101,8825,https://images.gr-assets.com/books/1338457460m/18943.jpg,https://images.gr-assets.com/books/1338457460s/18943.jpg
2195,2325825,2325825,3897683,81,1905294719,9781905294720.0,Cornelia Funke,2007.0,Tintentod,"Inkdeath (Inkworld, #3)",eng,3.93,53591,59638,2729,1518,4052,13029,19302,21737,https://images.gr-assets.com/books/1327341991m/2325825.jpg,https://images.gr-assets.com/books/1327341991s/2325825.jpg
2196,76683,76683,1725527,102,553293389,9780553293390.0,Isaac Asimov,1982.0,Foundation's Edge,Foundation's Edge (Foundation #4),eng,4.08,47641,51866,862,244,1590,10484,21051,18497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2198,587582,587582,44016,58,345335651,9780345335650.0,David Eddings,1982.0,Queen of Sorcery,"Queen of Sorcery (The Belgariad, #2)",en-US,4.13,49355,52912,793,337,1605,9875,19868,21227,https://images.gr-assets.com/books/1428943169m/587582.jpg,https://images.gr-assets.com/books/1428943169s/587582.jpg
2210,13651,13651,2684122,96,61054887,9780061054880.0,Ursula K. Le Guin,1974.0,The Dispossessed,The Dispossessed,eng,4.18,46660,53246,2959,720,2058,8107,18305,24056,https://images.gr-assets.com/books/1353467455m/13651.jpg,https://images.gr-assets.com/books/1353467455s/13651.jpg
2218,17333324,17333324,24064628,43,031624662X,9780316246620.0,Ann Leckie,2013.0,Ancillary Justice,Ancillary Justice (Imperial Radch #1),eng,3.97,38747,47806,5950,1165,2589,8761,19345,15946,https://images.gr-assets.com/books/1397215917m/17333324.jpg,https://images.gr-assets.com/books/1397215917s/17333324.jpg
2219,5038,5038,2583229,48,765340747,9780765340740.0,Terry Goodkind,2001.0,The Pillars of Creation,"The Pillars of Creation (Sword of Truth, #7)",en-GB,3.67,43424,45832,751,2183,5064,11996,12852,13737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2224,30273,30273,1183561,42,425201376,9780425201370.0,Laurell K. Hamilton,1996.0,The Lunatic Cafe,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",eng,4.12,58023,63568,1144,433,2082,12571,22754,25728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2225,1857440,1857440,1858059,39,978970764,9780978970760.0,David Wong,2007.0,John Dies at the End,"John Dies at the End (John Dies at the End, #1)",eng,3.92,35387,45084,4728,1532,3228,8812,15451,16061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2228,95558,95558,3333881,7,,,Stanisław Lem,1961.0,Solaris,Solaris,eng,3.97,41249,49241,2268,953,2939,10149,17610,17590,https://images.gr-assets.com/books/1498631519m/95558.jpg,https://images.gr-assets.com/books/1498631519s/95558.jpg
2230,24784,24784,1122077,74,080508049X,9780805080490.0,Lloyd Alexander,1965.0,The Black Cauldron,The Black Cauldron (The Chronicles of Prydain #2),eng,4.13,49138,51195,1167,538,1298,9501,19253,20605,https://images.gr-assets.com/books/1405377996m/24784.jpg,https://images.gr-assets.com/books/1405377996s/24784.jpg
2239,68378,68378,879061,60,786930705,9780786930710.0,"Margaret Weis, Tracy Hickman",1985.0,Dragons of Spring Dawning,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",eng,4.12,39928,44116,450,412,1621,8275,15702,18106,https://images.gr-assets.com/books/1312062224m/68378.jpg,https://images.gr-assets.com/books/1312062224s/68378.jpg
2241,40445,40445,2095852,60,345457692,9780345457690.0,Richard K. Morgan,2002.0,Altered Carbon,"Altered Carbon (Takeshi Kovacs, #1)",eng,4.1,41505,46772,2685,563,2007,7929,17793,18480,https://images.gr-assets.com/books/1387128955m/40445.jpg,https://images.gr-assets.com/books/1387128955s/40445.jpg
2244,17131869,17131869,23857485,24,1607066920,9781607066930.0,"Brian K. Vaughan, Fiona Staples",2013.0,"Saga, Volume Two","Saga, Vol. 2 (Saga, #2)",eng,4.57,56122,58127,4594,142,374,3059,17397,37155,https://images.gr-assets.com/books/1486028954m/17131869.jpg,https://images.gr-assets.com/books/1486028954s/17131869.jpg
2254,22489107,22489107,41928590,27,1250060559,9781250060560.0,Marissa Meyer,2015.0,Fairest,"Fairest (The Lunar Chronicles, #3.5)",eng,4.02,59545,65495,10066,502,2399,13714,27395,21485,https://images.gr-assets.com/books/1460846345m/22489107.jpg,https://images.gr-assets.com/books/1460846345s/22489107.jpg
2258,1128434,1128434,2293675,123,575077832,9780575077840.0,Andrzej Sapkowski,1993.0,Ostatnie życzenie,"The Last Wish (The Witcher, #1)",eng,4.2,36262,54045,3124,449,1530,8014,20729,23323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2269,43916,43916,2960376,39,586217835,9780586217830.0,Raymond E. Feist,1982.0,Magician,"Magician (The Riftwar Saga, #1-2)",eng,4.32,43964,47819,1118,423,1391,5933,14567,25505,https://images.gr-assets.com/books/1472201148m/43916.jpg,https://images.gr-assets.com/books/1472201148s/43916.jpg
2271,34527,34527,3312754,73,552153257,9780552153260.0,Terry Pratchett,1996.0,Feet of Clay,"Feet of Clay (Discworld, #19; City Watch, #3)",,4.26,46370,53657,1047,59,644,7988,21680,23286,https://images.gr-assets.com/books/1320490628m/34527.jpg,https://images.gr-assets.com/books/1320490628s/34527.jpg
2285,13813,13813,15940,57,586066888,9780586066880.0,Raymond E. Feist,1986.0,A Darkness at Sethanon ,"A Darkness At Sethanon (The Riftwar Saga, #4)",en-GB,4.17,45104,48282,494,241,1114,8352,18881,19694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2289,41424,41424,2321285,39,64404773,9780064404780.0,Robin McKinley,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,Beauty: A Retelling of the Story of Beauty and the Beast,eng,4.05,54512,61236,4417,790,2684,12956,21024,23782,https://images.gr-assets.com/books/1294192311m/41424.jpg,https://images.gr-assets.com/books/1294192311s/41424.jpg
2291,355917,355917,3245408,71,60577363,9780060577360.0,"Angie Sage, Mark Zug",2006.0,Flyte,"Flyte (Septimus Heap, #2)",en-US,3.99,54400,56604,1472,751,2754,13034,19940,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2293,10429092,10429092,13282366,34,62026488,9780062026480.0,Rae Carson,2011.0,The Girl of Fire and Thorns,"The Girl of Fire and Thorns (Fire and Thorns, #1)",en-US,3.81,57551,61934,6054,2367,4601,14195,22269,18502,https://images.gr-assets.com/books/1323448113m/10429092.jpg,https://images.gr-assets.com/books/1323448113s/10429092.jpg
2303,30241,30241,1098613,44,425205673,9780425205680.0,Laurell K. Hamilton,1996.0,Bloody Bones,"Bloody Bones (Anita Blake, Vampire Hunter #5)",eng,4.1,56782,61727,1073,467,2244,12656,21538,24822,https://images.gr-assets.com/books/1304126691m/30241.jpg,https://images.gr-assets.com/books/1304126691s/30241.jpg
2306,30263,30263,1341883,42,006057299X,9780060572990.0,Kim Harrison,2005.0,Every Which Way But Dead,"Every Which Way But Dead (The Hollows, #3)",en-US,4.29,56023,59163,1240,350,1124,8181,20850,28658,https://images.gr-assets.com/books/1347819379m/30263.jpg,https://images.gr-assets.com/books/1347819379s/30263.jpg
2309,597790,597790,5725966,126,7246226,9780007246230.0,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,The Children of Húrin,eng,3.94,39551,47873,2413,653,2726,11037,17884,15573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2312,234724,234724,2393951,41,765340054,9780765340050.0,Orson Scott Card,2002.0,Shadow Puppets,"Shadow Puppets (Ender's Shadow, #3)",,3.88,43517,46456,930,503,2455,12056,18521,12921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2313,19103097,19103097,24330801,29,,,Lev Grossman,2014.0,The Magician's Land,"The Magician's Land (The Magicians, #3)",eng,4.16,40799,44257,4039,257,1082,6785,19244,16889,https://images.gr-assets.com/books/1455089828m/19103097.jpg,https://images.gr-assets.com/books/1455089828s/19103097.jpg
2325,18630,18630,1494157,49,61053562,9780061053570.0,Iain M. Banks,1988.0,The Player of Games,"The Player of Games (Culture, #2)",eng,4.26,36505,42993,1790,237,916,5528,17064,19248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2341,30244,30244,4197,34,425209067,9780425209070.0,Laurell K. Hamilton,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)","The Killing Dance (Anita Blake, Vampire Hunter, #6)",en-US,4.12,54997,60019,1104,576,2303,11614,20375,25151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2347,31340,31340,2926033,54,99471434,9780099471430.0,Anne Rice,1993.0,Lasher,"Lasher (Lives of the Mayfair Witches, #2)",eng,3.84,45760,49919,786,995,3683,13087,16887,15267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2353,25101,25101,25854,35,1563890356,9781563890350.0,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990.0,The Sandman: Season of Mists,Season of Mists (The Sandman #4),eng,4.54,44811,50459,1261,132,367,3403,14685,31872,https://images.gr-assets.com/books/1327937313m/25101.jpg,https://images.gr-assets.com/books/1327937313s/25101.jpg
2376,99085,99085,810431,22,142501107,9780142501110.0,Brian Jacques,2000.0,Lord Brocktree,"Lord Brocktree (Redwall, #13)",en-US,3.95,42764,43355,206,1055,2177,10081,14817,15225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2381,1829709,1829709,3236104,47,316002860,9780316002870.0,James Patterson,2008.0,The Final Warning,"The Final Warning (Maximum Ride, #4)",en-US,3.86,55993,59761,2513,2201,5369,13265,16935,21991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2382,45109,45109,2960727,52,553582453,9780553582450.0,Robin Hobb,2002.0,The Golden Fool,"Golden Fool (Tawny Man, #2)",eng,4.32,43700,48376,823,164,776,5853,18214,23369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2385,91981,91981,840191,53,756402697,9780756402690.0,Tad Williams,1988.0,The Dragonbone Chair,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",en-US,3.95,45102,48280,1207,1222,2895,10178,16980,17005,https://images.gr-assets.com/books/1477417642m/91981.jpg,https://images.gr-assets.com/books/1477417642s/91981.jpg
2390,18712886,18712886,24267689,62,62290363,9780062290370.0,Erika Johansen,2014.0,The Queen of the Tearling,"The Queen of the Tearling (The Queen of the Tearling, #1)",eng,4.02,42472,54253,7889,1295,2432,9114,22223,19189,https://images.gr-assets.com/books/1417685148m/18712886.jpg,https://images.gr-assets.com/books/1417685148s/18712886.jpg
